Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
LOGI,Logitech International S.A. Ordinary Shares,$51.71,-0.35,-0.672%,8515818069.00,United States,1997,625035,Technology,Computer peripheral equipment
LRCX,Lam Research Corporation Common Stock,$394.83,-31.32,-7.35%,54768854110.00,United States,1984,2949639,Technology,Industrial Machinery/Components
LSCC,Lattice Semiconductor Corporation Common Stock,$45.28,-3.22,-6.639%,6231019650.00,United States,,2361825,Technology,Semiconductors
LYFT,Lyft Inc. Class A Common Stock,$13.48,0.20,1.506%,4690799288.00,United States,2019,9723082,Technology,EDP Services
LZ,LegalZoom.com Inc. Common Stock,$11.20,0.21,1.911%,2218673598.00,United States,2021,2449290,Technology,Interactive Media
MANH,Manhattan Associates Inc. Common Stock,$117.23,2.63,2.295%,7398800411.00,United States,1998,258064,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation Common Stock $0.01 Par Value,$95.40,-0.05,-0.052%,3906839403.00,United States,2002,212288,Technology,EDP Services
MCHP,Microchip Technology Incorporated Common Stock,$56.16,-1.92,-3.306%,31140793008.00,United States,1993,4657482,Technology,Semiconductors
MDB,MongoDB Inc. Class A Common Stock,$269.01,9.51,3.665%,18323612384.00,United States,2017,1490611,Technology,Retail: Computer Software & Peripheral Equipment
META,Meta Platforms Inc. Class A Common Stock,$160.03,-1.22,-0.757%,433092931622.00,United States,2012,31400974,Technology,Internet and Information Services
MMYT,MakeMyTrip Limited Ordinary Shares,$25.91,0.23,0.896%,2713631667.00,India,2010,169466,Technology,Internet and Information Services
MNDT,Mandiant Inc. Common Stock,$21.82,0.00,0.00%,5146898632.00,United States,2013,2115798,Technology,Computer Software: Prepackaged Software
MPWR,Monolithic Power Systems Inc. Common Stock,$364.95,-19.09,-4.971%,17022362850.00,United States,2004,772903,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,$8.43,0.32,3.946%,4589639114.00,United States,2021,6909454,Technology,EDP Services
MRVL,Marvell Technology Inc. Common Stock,$42.55,-0.98,-2.251%,36163245000.00,Bermuda,2000,8789111,Technology,Semiconductors
MSFT,Microsoft Corporation Common Stock,$259.58,2.75,1.071%,1941407421183.00,United States,1986,22825198,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,$71.49,1.80,2.583%,20417026698.00,United States,,1880956,Technology,Computer Software: Programming Data Processing
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,$44.27,-1.83,-3.97%,3094054029.00,United States,2012,485180,Technology,Semiconductors
MU,Micron Technology Inc. Common Stock,$53.65,-1.63,-2.949%,59909176878.00,United States,,43663026,Technology,Semiconductors
MXL,MaxLinear Inc. Common Stock,$31.62,-2.36,-6.945%,2453829405.00,United States,2010,1197723,Technology,Semiconductors
NATI,National Instruments Corporation Common Stock,$31.02,-0.21,-0.672%,4069016177.00,United States,1995,836287,Technology,Computer Software: Prepackaged Software
NCNO,nCino Inc. Common Stock,$32.22,1.30,4.204%,3550605884.00,United States,2020,617719,Technology,Computer Software: Prepackaged Software
NICE,NICE Ltd American Depositary Shares,$193.20,0.75,0.39%,12274312075.00,Israel,,161399,Technology,Computer Software: Prepackaged Software
NLOK,NortonLifeLock Inc. Common Stock,$22.28,0.32,1.457%,12923827435.00,United States,,4752464,Technology,Computer Software: Prepackaged Software
NSIT,Insight Enterprises Inc. Common Stock,$85.50,-0.78,-0.904%,2998857951.00,United States,1995,256812,Technology,EDP Services
NTAP,NetApp Inc. Common Stock,$62.78,-2.46,-3.771%,13886334819.00,United States,1995,2066237,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,$33.64,-0.21,-0.62%,2493320269.00,United States,1999,443813,Technology,EDP Services
NTNX,Nutanix Inc. Class A Common Stock,$14.87,0.24,1.64%,3335251646.00,United States,2016,2080040,Technology,EDP Services
NVDA,NVIDIA Corporation Common Stock,$145.23,-6.36,-4.196%,363075000000.00,United States,1999,57661254,Technology,Semiconductors
NVMI,Nova Ltd. Ordinary Shares,$83.49,-5.04,-5.693%,2386668183.00,Israel,2000,154973,Technology,Electronic Components
NXPI,NXP Semiconductors N.V. Common Stock,$146.09,-1.94,-1.311%,38358090171.00,Netherlands,2010,2531240,Technology,Semiconductors
OKTA,Okta Inc. Class A Common Stock,$95.98,5.58,6.173%,15143652319.00,United States,2017,2424535,Technology,EDP Services
OLED,Universal Display Corporation Common Stock,$102.22,1.08,1.068%,4826248710.00,United States,,542004,Technology,Semiconductors
ON,ON Semiconductor Corporation Common Stock,$46.84,-3.47,-6.897%,20352245255.00,United States,,11221130,Technology,Semiconductors
PANW,Palo Alto Networks Inc. Common Stock,$508.25,14.31,2.897%,50639686968.00,United States,,1174714,Technology,EDP Services
PCTY,Paylocity Holding Corporation Common Stock,$177.85,3.43,1.967%,9803938744.00,United States,2014,169042,Technology,Computer Software: Prepackaged Software
PEGA,Pegasystems Inc. Common Stock,$49.46,1.62,3.386%,4046757353.00,United States,1996,397578,Technology,EDP Services
PLTK,Playtika Holding Corp. Common Stock,$13.60,0.36,2.719%,5608607346.00,Israel,2021,1622370,Technology,EDP Services
PLXS,Plexus Corp. Common Stock,$77.99,-0.51,-0.65%,2162135254.00,United States,,124005,Technology,Electrical Products
POWI,Power Integrations Inc. Common Stock,$70.12,-4.89,-6.519%,4088530314.00,United States,1997,614615,Technology,Semiconductors
PRFT,Perficient Inc. Common Stock,$90.25,-1.44,-1.571%,3127036060.00,United States,1999,167133,Technology,EDP Services
PRVA,Privia Health Group Inc. Common Stock,$28.90,-0.22,-0.755%,3139038641.00,United States,2021,688013,Technology,Retail: Computer Software & Peripheral Equipment
PTC,PTC Inc. Common Stock,$107.00,0.66,0.621%,12516426008.00,United States,,539614,Technology,Computer Software: Prepackaged Software
PYCR,Paycor HCM Inc. Common Stock,$26.16,0.16,0.615%,4575633540.00,United States,2021,321962,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,$123.53,-4.21,-3.296%,138353600000.00,United States,1991,7670377,Technology,Computer peripheral equipment
QLYS,Qualys Inc. Common Stock,$129.85,3.71,2.941%,5042601782.00,United States,2012,292033,Technology,EDP Services
RMBS,Rambus Inc. Common Stock,$20.59,-0.90,-4.188%,2269751169.00,United States,1997,714754,Technology,Semiconductors
ROKU,Roku Inc. Class A Common Stock,$83.91,1.77,2.155%,11409449454.00,United States,2017,6153539,Telecommunications,Cable & Other Pay Television Services
RPD,Rapid7 Inc. Common Stock,$68.21,1.41,2.111%,3974220795.00,United States,2015,247345,Technology,Computer Software: Prepackaged Software
SANM,Sanmina Corporation Common Stock,$40.66,-0.07,-0.172%,2473922651.00,United States,1993,377047,Technology,Electrical Products
SEDG,SolarEdge Technologies Inc. Common Stock,$276.30,2.62,0.957%,15303506846.00,Israel,2015,554892,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation American Depositary Shares,$81.95,-1.75,-2.091%,2822178530.00,Taiwan,2005,405802,Technology,Semiconductors
SITM,SiTime Corporation Common Stock,$144.00,-19.03,-11.673%,3030027408.00,United States,2019,404814,Technology,Semiconductors
SLAB,Silicon Laboratories Inc. Common Stock,$128.39,-11.83,-8.437%,4696581180.00,United States,2000,710911,Technology,Semiconductors
SMCI,Super Micro Computer Inc. Common Stock,$39.13,-1.22,-3.024%,2031115940.00,United States,2020,799535,Technology,Computer Manufacturing
SMTC,Semtech Corporation Common Stock,$51.97,-3.00,-5.458%,3298940383.00,United States,,425359,Technology,Semiconductors
SNPS,Synopsys Inc. Common Stock,$301.23,-2.47,-0.813%,46079228106.00,United States,1992,916546,Technology,EDP Services
